CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
SPK16-8C,時英の埋設　＃タイプス＃,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK16/SPK16-8C.jpg,シグニ,精像：英知,緑,3,-,-,-,7000,-,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、対戦相手のセンタールリグの下からカードを２枚まで対象とし、あなたのルリグデッキから、あなたのセンタールリグと同じルリグタイプを持つルリグ２枚をルリグトラッシュに置いてもよい。そうした場合、それらをルリグトラッシュに置く。【出】：あなたのルリグトラッシュからレベル４以下のルリグ１枚を対象とし、それをルリグデッキに加える。,-
SPK16-13B,決勝馬焼,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK16/SPK16-13B.jpg,アーツ,-,赤,-,-,《赤》×１,-,-,-,-,アタックフェイズ,0,-,-,0,ベット―《コインアイコン》《コインアイコン》《コインアイコン》《コインアイコン》対戦相手のパワー10000以下のシグニ１体を対象とし、それをバニッシュする。あなたがベットしていた場合、代わりに対戦相手のすべてのシグニをバニッシュする。,-
SPK16-13E,カウンター・ヴァンプ,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK16/SPK16-13E.jpg,アーツ,-,無,-,-,《無》×０,-,-,-,-,アタックフェイズ,0,-,-,0,ベット―《コインアイコン》以下の３つから１つを選ぶ。あなたがベットしていた場合、代わりに３つまで選ぶ。①対戦相手のシグニ１体を対象とし、このターンに対戦相手の効果によってあなたのシグニが場を離れていた場合、それをバニッシュする。②このターンに対戦相手の効果によってあなたのエナゾーンからカードがトラッシュに置かれていた場合、あなたのデッキの上からカードを３枚エナゾーンに置く。③このターンに対戦相手の効果によってあなたの手札からカードがトラッシュに移動していた場合、あなたの手札が６枚より少ない分だけカードを引く。,-
SPK25-01,金製の均整　アン＝ファースト,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK25/SPK25-01.jpg,ルリグ,アン,緑,1,《緑》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を1枚捨てる：《コインアイコン》を得る。,-
SPK25-02,ミルルン・オング,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK25/SPK25-02.jpg,ルリグ,ミルルン,青,1,《赤》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を1枚捨てる：《コインアイコン》を得る。,-
SPK25-03,金愛の使者　サシェ・クロワス,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK25/SPK25-03.jpg,ルリグ,サシェ,白,1,《白》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を1枚捨てる：《コインアイコン》を得る。,-
SPK25-04,アイヤイ★チップ,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK25/SPK25-04.jpg,ルリグ,アイヤイ,緑,1,《緑》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を1枚捨てる：《コインアイコン》を得る。,-
SPK25-05,黒金の冥者　ハナレ,https://www.takaratomy.co.jp/products/wixoss/img/card/SPK25/SPK25-05.jpg,ルリグ,ハナレ,黒,1,《黒》×０,-,2,-,-,-,-,0,-,-,0,【出】手札を1枚捨てる：《コインアイコン》を得る。,-
PR-046,星占の巫女　リメンバ・ナイト,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-046.jpg,ルリグ,リメンバ/ピルルク,白,4,《白》×１《青》×２,-,11,-,-,-,-,0,-,-,0,【常】：対戦相手のルリグの【起】能力の使用コストは《無×1》増える。【出】：対戦相手のシグニ１体を対象とし、それを凍結する。【起】《無》《無》手札から白か青のシグニを１枚捨てる：シグニ１体を対象とし、それを凍結する。【起】《ダウン》：対戦相手の凍結状態のシグニ１体を対象とし、それをバニッシュする。,-
PR-047,星占の巫女　リメンバ・ドウン,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-047.jpg,ルリグ,リメンバ/ピルルク,白,3,《白》×１《青》×１,-,7,-,-,-,-,0,-,-,0,【出】：対戦相手のレベル２以下のシグニ１体を対象とし、それを凍結する。,-
PR-048,星占の巫女　リメンバ・ヌーン,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-048.jpg,ルリグ,リメンバ/ピルルク,白,2,《青》×１,-,5,-,-,-,-,0,-,-,0,-,-
PR-049,星占の巫女　リメンバ・モーニ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-049.jpg,ルリグ,リメンバ/ピルルク,白,1,《白》×０,-,2,-,-,-,-,0,-,-,0,-,-
PR-067,イオナ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-067.jpg,ルリグ,イオナ,黒,0,《黒》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-068,エルドラ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-068.jpg,ルリグ,エルドラ,青,0,《青》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-069,遊月,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-069.jpg,ルリグ,ユヅキ,赤,0,《赤》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-103,ステコ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-103.jpg,ルリグ,タマ,白,0,《白》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-150,札引かもね,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-150.jpg,ルリグ,タマ,白,0,《白》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-164,ｉｎｆｅｃｔｅｄ　ＷＩＸＯＳＳ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-164.jpg,ルリグ,-,無,0,《無》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-168,アン,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-168.jpg,ルリグ,アン,緑,0,《緑》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-169,ミルルン,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-169.jpg,ルリグ,ミルルン,青,0,《青》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-170,ウムル,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-170.jpg,ルリグ,ウムル,黒,0,《黒》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-171,タウィル,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-171.jpg,ルリグ,タウィル,白,0,《白》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-172,ぼたん,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-172.jpg,ルリグ,ピルルク,青,0,《青》×０,-,0,-,-,-,-,0,-,-,0,-,-
PR-186,導きし者　タウィル=フィーラ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-186.jpg,ルリグ,タウィル,白,4,《白》×２,-,12,-,-,-,-,0,-,-,0,-,-
PR-187,虚心の鍵主　ウムル=フィーラ,https://www.takaratomy.co.jp/products/wixoss/img/card/PR/PR-187.jpg,ルリグ,ウムル,黒,4,《黒》×２,-,12,-,-,-,-,0,-,-,0,-,-
