CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WX24-D3-04,コード・ピルルク・Ω2,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-04.jpg,ルリグ,ピルルク,青,3,《青》×２,-,6,-,-,-,-,0,-,-,0,【起】《ターン２回》手札から青のシグニを１枚捨てる：対戦相手の手札を１枚見ないで選び、捨てさせる。【起】《ゲーム１回》《青×0》：対戦相手のルリグ１体とシグニ１体を対象とし、それらを凍結する。（凍結されたルリグとシグニは次の自分のアップフェイズにアップしない）,-
WX24-D3-05,クール・スラップ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-05.jpg,アーツ,-,青,-,-,《青》×１,-,-,-,-,メインフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、それをデッキの一番下に置く。対戦相手の手札を１枚見ないで選び、捨てさせる。,-
WX24-D3-06,エレキ・ランス,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-06.jpg,アーツ,-,青,-,-,《青》×０,-,-,-,-,メインフェイズ,0,-,-,0,対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－8000する。あなたのデッキの上からカードを４枚見る。その中から青のカードを２枚まで公開し手札に加え、残りを好きな順番でデッキの一番下に置く。,-
WX24-D3-07,エターナル・ホース・ブリザード,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-07.jpg,アーツ,-,青,-,-,《青》×１《無》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のパワー8000以下のシグニ１体を対象とし、それをデッキの一番下に置く。《リコレクトアイコン》［４枚以上］代わりに対戦相手のシグニ１体を対象とし、それをデッキの一番下に置く。（あなたのルリグトラッシュに４枚以上のアーツがあるかぎり《リコレクトアイコン》［４枚以上］に続く文章が有効になる）,-
WX24-D3-08,ドント・ムーブ・オン,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-08.jpg,アーツ,-,青,-,-,《青》×１《無》×３,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のルリグとシグニを合計２体まで対象とし、それらをダウンする。,-
WX24-D3-11,コードエレキ　Ｓカイキャット,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-11.jpg,シグニ,奏械：電機,青,1,-,-,-,2000,-,-,-,0,-,-,0,【自】：このシグニがアタックしたとき、このターンにあなたが青のアーツを使用していた場合、カードを１枚引く。,-
WX24-D3-15,コードアート　Jユブナイル,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-15.jpg,シグニ,奏械：電機,青,2,-,-,-,5000,-,-,-,0,-,-,0,【出】手札から青のカードを１枚捨てる：対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－3000する。対戦相手の手札が２枚以下の場合、代わりにターン終了時まで、それのパワーを－5000する。（パワーが０以下のシグニはルールによってバニッシュされる）,-
WX24-D3-19,コードアート　Dレス,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-19.jpg,シグニ,奏械：電機,青,3,-,-,-,12000,-,-,-,0,-,-,0,【起】《青》《青》《ダウン》：対戦相手のパワー8000以下のシグニ１体を対象とし、それをデッキの一番下に置く。対戦相手の手札が２枚以下の場合、代わりに対戦相手のパワー10000以下のシグニ１体を対象とし、それをデッキの一番下に置く。,-
WX24-D3-20,コードハート　Ｒミネ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-20.jpg,シグニ,奏械：電機,青,3,-,-,-,10000,-,-,-,0,-,-,1,【自】：あなたのアタックフェイズ開始時、対戦相手は手札を１枚捨てる。《リコレクトアイコン》［５枚以上］代わりに対戦相手の手札を１枚見ないで選び、捨てさせる。（あなたのルリグトラッシュに５枚以上のアーツがあるかぎり《リコレクトアイコン》［５枚以上］に続く文章が有効になる）,：どちらか１つを選ぶ。①対戦相手のシグニを２体まで対象とし、それらをダウンする。②カードを１枚引く。
WX24-D3-25,ＴＯＯ　ＢＡDＬY,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-D3-25.jpg,スペル,-,青,-,-,《青》×１,-,-,-,-,-,0,-,-,1,カードを１枚引き、対戦相手は手札を１枚捨てる。《リコレクトアイコン》［５枚以上］代わりにカードを１枚引き、対戦相手の手札を１枚見ないで選び、捨てさせる。,：対戦相手のルリグかシグニ１体を対象とする。このターン、それがアタックしたとき、対戦相手が手札を３枚捨てないかぎり、そのアタックを無効にする。
