CardNum,CardName,ImgURL,Type,CardClass,Color,Level,GrowCost,Cost,Limit,Power,Restriction,Team,Timing,Guard,Coin,Story,LifeBurst,EffectText,BurstText
WX24-P1-001,セイクリッド・フォース,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-001.jpg,アーツ,-,白,-,-,《白》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,以下の３つから２つまで選ぶ。①【ルリグバリア】１つを得る。（あなたが次にルリグからダメージを受ける場合、代わりに【ルリグバリア】１つを消費し、そのダメージを受けない）②対戦相手のシグニ１体を対象とし、それを手札に戻す。③あなたのデッキの上からカードを７枚見る。その中からカードを２枚まで手札に加え、残りをシャッフルしてデッキの一番下に置く。,-
WX24-P1-002,シャイニング・クロック,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-002.jpg,アーツ,-,白,-,-,《白》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のルリグかシグニ１体を対象とし、ターン終了時まで、それは「【常】：アタックできない。」を得る。《リコレクトアイコン》［４枚以上］追加で対戦相手のシグニを１体まで対象とし、ターン終了時まで、それは能力を失う。,-
WX24-P1-003,鏡花炎月,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-003.jpg,アーツ,-,赤,-,-,《赤》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,以下の３つから２つまで選ぶ。①あなたのシグニ１体を対象とし、ターン終了時まで、それは【アサシン】を得る。②手札をすべて捨て、カードを４枚引く。③手札を３枚捨ててもよい。そうした場合、対戦相手のライフクロス１枚をクラッシュする。そのカードのライフバーストは発動しない。,-
WX24-P1-004,追憶浸火,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-004.jpg,アーツ,-,赤,-,-,《赤》×１《無》×２,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のパワー12000以下のシグニ１体を対象とし、それをバニッシュする。《リコレクトアイコン》［４枚以上］追加で対戦相手のシグニ１体を対象とする。このターン、それがアタックしたとき、《無》を支払ってもよい。そうした場合、それをバニッシュする。,-
WX24-P1-005,クリアー・マインド,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-005.jpg,アーツ,-,青,-,-,《青》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,以下の３つから２つまで選ぶ。①対戦相手のルリグ１体を対象とし、それを凍結する。②対戦相手のパワー10000以下のシグニ１体を対象とし、それをデッキの一番下に置く。③カードを３枚引く。,-
WX24-P1-006,フローズン・ギア,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-006.jpg,アーツ,-,青,-,-,《青》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のルリグかシグニ１体を対象とし、それをダウンする。《リコレクトアイコン》［４枚以上］追加で対戦相手のシグニ１体を対象とし、対戦相手が手札を３枚捨てないかぎり、それをダウンする。,-
WX24-P1-007,全力疾走,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-007.jpg,アーツ,-,緑,-,-,《緑》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,以下の３つから２つまで選ぶ。①【エナチャージ３】②あなたのエナゾーンからシグニを３枚まで選び、それらを場に出す。次の対戦相手のターン終了時まで、あなたのすべてのシグニのパワーを＋5000する。③次のあなたのアタックフェイズ開始時、あなたのシグニ１体を対象とし、ターン終了時まで、それは【Ｓランサー】を得る。,-
WX24-P1-008,温故知新,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-008.jpg,アーツ,-,緑,-,-,《緑》×１《無》×２,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のパワー10000以上のシグニ１体を対象とし、それをバニッシュする。《リコレクトアイコン》［４枚以上］追加で、このターン、次にあなたがシグニによってダメージを受ける場合、代わりにダメージを受けない。,-
WX24-P1-009,ダーク・マイアズマ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-009.jpg,アーツ,-,黒,-,-,《黒》×１《無》×１,-,-,-,-,メインフェイズ,0,-,-,0,以下の３つから２つまで選ぶ。①あなたのトラッシュからあなたのセンタールリグと共通する色を持つシグニを２枚まで対象とし、それらを手札に加える。②対戦相手のシグニ１体を対象とし、ターン終了時まで、それのパワーを－20000する。③対戦相手のデッキの上からカードを１０枚トラッシュに置く。,-
WX24-P1-010,アビス・ノスタルジア,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-010.jpg,アーツ,-,黒,-,-,《黒》×１《無》×１,-,-,-,-,アタックフェイズ,0,-,-,0,あなたのトラッシュからシグニ１枚を対象とし、それを場に出す。それの【出】能力は発動しない。《リコレクトアイコン》［４枚以上］追加で、このターン、次にあなたがダメージを受ける場合、代わりにあなたのデッキの上からカードを３枚トラッシュに置く。,-
WX24-P1-011,月日の巫女　タマヨリヒメ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-011.jpg,ルリグ,タマ,白,3,《白》×２,-,6,-,-,-,-,0,-,-,0,【自】：このルリグがアタックしたとき、あなたの場に＜アーム＞のシグニがある場合、手札を１枚捨て《白》を支払ってもよい。そうした場合、このルリグをアップし、ターン終了時まで、このルリグは能力を失う。【起】《ゲーム１回》ホープ《白×0》：このターン、次にあなたのシグニ１体がバトルによってシグニ１体をバニッシュしたとき、そのあなたのシグニをアップし、ターン終了時まで、そのシグニは能力を失う。,-
WX24-P1-012,閃花繚乱　花代・参,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-012.jpg,ルリグ,花代,赤,3,《赤》×２,-,6,-,-,-,-,0,-,-,0,【自】：このルリグがアタックしたとき、あなたの場に＜宝石＞のシグニがある場合、《赤》《無》を支払ってもよい。そうした場合、そのアタックの間、対戦相手は【ガード】ができない。【起】《ゲーム１回》アンビション《赤×0》：カードを４枚引く。次のあなたのアタックフェイズ開始時、手札をすべて捨て、この方法で捨てたカード１枚につき【エナチャージ１】をする。,-
WX24-P1-013,ロストコード・ピルルク,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-013.jpg,ルリグ,ピルルク,青,3,《青》×２,-,6,-,-,-,-,0,-,-,0,【自】《自分ターン》《ターン１回》：あなたの＜電機＞のシグニ１体が場に出たとき、あなたのトラッシュからそのシグニと共通する色を持つスペル１枚を対象とし、それを手札に加える。【起】《ゲーム１回》アプリ《青×0》：カードを３枚引き、手札からスペルを好きな枚数捨てる。この方法で捨てたカード１枚につき対戦相手は手札を１枚捨てる。,-
WX24-P1-014,讃型　緑姫,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-014.jpg,ルリグ,緑子,緑,3,《緑》×２,-,6,-,-,-,-,0,-,-,0,【自】：あなたのアタックフェイズ開始時、あなたの＜地獣＞のシグニ１体を対象とし、ターン終了時まで、それのパワーを＋3000し、それは「【自】：このシグニがアタックしたとき、パワーがこのシグニのパワーの半分以下の対戦相手のシグニ１体を対象とし、それをバニッシュする。」を得る。【起】《ゲーム１回》ワナ《緑×0》：あなたのエナゾーンからカードを３枚まで対象とし、それらを手札に加える。その後、この方法で手札に加えたカード１枚につき対戦相手のエナゾーンからカードを１枚まで対象とし、それらを手札に戻す。,-
WX24-P1-015,挟界の閻魔　ウリス,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-015.jpg,ルリグ,ウリス,黒,3,《黒》×２,-,6,-,-,-,-,0,-,-,0,【自】《ターン１回》：あなたのメインフェイズの間、あなたのレベル２以下の＜悪魔＞のシグニ１体がコストか効果によって場からトラッシュに置かれたとき、あなたのトラッシュからそのシグニより高いレベルを持つ＜悪魔＞のシグニを１枚まで対象とし、それを場に出す。【起】《ゲーム１回》デザイア　シグニ１体を場からトラッシュに置く：あなたのトラッシュから【ライフバースト】を持たないカード１枚を対象とし、それをライフクロスに加える。,-
WX24-P1-016,イノセント・フラッシュ,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-016.jpg,アーツ,-,白,-,-,《白》×０,-,-,-,-,メインフェイズ,0,-,-,0,ターン終了時まで、対戦相手のすべてのシグニは能力を失う。その後、対戦相手のシグニ１体を対象とし、それを手札に戻す。,-
WX24-P1-017,ファイティング・アーム,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-017.jpg,アーツ,-,白,-,-,《白》×０,-,-,-,-,メインフェイズ,0,-,-,0,あなたのデッキの上からカードを５枚見る。その中から＜アーム＞のシグニを１枚まで公開し手札に加え、＜アーム＞のシグニを１枚まで場に出し、残りを好きな順番でデッキの一番下に置く。ターン終了時まで、この方法で場に出たシグニは「【自】：このシグニがバトルによってシグニ１体をバニッシュしたとき、このシグニをアップし、ターン終了時まで、このシグニは能力を失う。」を得る。,-
WX24-P1-018,シャイニング・ソード,https://www.takaratomy.co.jp/products/wixoss/img/card/WX24/WX24-P1-018.jpg,アーツ,-,白,-,-,《白》×１,-,-,-,-,アタックフェイズ,0,-,-,0,対戦相手のパワー8000以下のシグニ１体を対象とし、それをトラッシュに置く。,-
